Directorate,Sub Directorate,Accounting Date,COST CENTRE,Supplier Name,Net Amount,Type
DIRECT LEARNING AND SKILLS,CATERING,29-May-18,150671,Chapple & Jenkins Limited,1574.53,Revenue
DIRECT LEARNING AND SKILLS,CATERING,29-May-18,150671,Phil-a-Cup Limited T/A Argies Coffee,508.57,Revenue
DIRECT LEARNING AND SKILLS,CATERING,29-May-18,150671,The Real Wrap Co. Limited,1178.82,Revenue
DIRECT LEARNING AND SKILLS,CATERING,29-May-18,150671,Russel Bishop t/a WR Bishop & Co,508.86,Revenue
DIRECT LEARNING AND SKILLS,CATERING,29-May-18,150680,Bryn Hafren Comprehensive School,1193.15,Revenue
DIRECT LEARNING AND SKILLS,CATERING,29-May-18,150690,St Cyres Comprehensive School,7557.98,Revenue
DIRECT LEARNING AND SKILLS,CATERING,29-May-18,150695,Llantwit Major Comprehensive School,1523.4,Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,29-May-18,154401,Dewberry Redpoint Limited,575,Revenue
DIRECT LEARNING AND SKILLS,GF CATERING,29-May-18,157800,Castell Howell Foods Limited,1230.44,Revenue
DIRECT LEARNING AND SKILLS,ACHIEVEMENT FOR ALL,29-May-18,190052,RT Safety Limited,600,Revenue
DIRECT SOCIAL SERVICES,GF CHILDREN SERVICES,29-May-18,209151,Joanne Weston,781,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,212741,Castell Howell Foods Limited,549.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,All Care (South Wales) Limited,810.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,All Care (South Wales) Limited,530.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,All Care (South Wales) Limited,950.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,All Care (South Wales) Limited,810.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,All Care (South Wales) Limited,530.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,All Care (South Wales) Limited,950.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,All Care (South Wales) Limited,810.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,All Care (South Wales) Limited,530.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,All Care (South Wales) Limited,950.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Grangelodge Residential Home Limited t/a Grangelodge,513.66,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Healthcare Assistants Limited,1252,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Healthcare Assistants Limited,673.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Healthcare Assistants Limited,561.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Healthcare Assistants Limited,561.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Healthcare Assistants Limited,561.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Baltimore Care Limited,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Baltimore Care Limited,526.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,506.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,645.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Broadway Care Centre Limited T/A Hazelhurst Nursing Home,538.41,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Duffryn Ffrwd Manor Limited,549.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,E & E Homes Limited T/A Cliffhaven Residential Home,503.08,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Forge Care Homes Limited t/a The Forge Care Centre,925,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Forge Care Homes Limited t/a The Forge Care Centre,671.32,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Foxtroy Limited T/A Foxtroy Residential Home,824.7,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,June Zehetmayr t/a Tower Hill Residential Home,538.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Lakeside Homes Limited T/A Lakeside House,518.82,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,517.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,502.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,500.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Llangoedmor Properties Limited T/A Parkside Residential Home,533.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,MHA Care Group t/a Morel Court,531.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,599.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,MHA Care Group t/a Ty Gwyn Private Nursing Home,552.58,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,574.12,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,590.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,572.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,576.54,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,514.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,567.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,612.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,512.87,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,614.52,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,559.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,567.84,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Middlepatch Limited T/A College Fields Nursing Home,589.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Northcote Developments Limited,513.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Northcote Developments Limited,508.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Northcote Developments Limited,515.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Oakville Care Limited t/a Romilly Nursing Home,900,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,563.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,612.02,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,575.79,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,603.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Springbank Care Home Limited T/A Springbank Nursing Home,626.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,The Manor House St Hilary Limited T/A Milsom House,642.99,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,The Manor House St Hilary Limited T/A Milsom House,504.17,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,The Manor House St Hilary Limited T/A Milsom House,1559.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Waverley Care Centre Limited,500.74,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Waverley Care Centre Limited,585.1,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Waverley Care Centre Limited,533.61,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,215489,Waverley Care Centre Limited,596.49,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,All Care (South Wales) Limited,894.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,All Care (South Wales) Limited,894.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,All Care (South Wales) Limited,894.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Celtic Community Services Limited,543.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Celtic Community Services Limited,582,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Celtic Community Services Limited,504,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Healthcare Assistants Limited,1254.42,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Accomplish Group Limited t/a Cedar House,1380.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Amethyst Healthcare Limited t/a Hillstone House,1770.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Bellavista Nursing Homes (Wales) Limited t/a Bellavista Care Home,552.23,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Care 4 U (Neath) Limited,1754.28,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Crosshands Care Limited,4502.04,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Crusader Medical Care Limited T/A St Saviours Nursing Home,551.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Leonard Cheshire Disability,970.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Middlepatch Limited T/A College Fields Nursing Home,621.55,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Middlepatch Limited T/A College Fields Nursing Home,618.34,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Springbank Care Home Limited T/A Springbank Nursing Home,572.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Springbank Care Home Limited T/A Springbank Nursing Home,740,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Valebrook Care Homes Limited,1851.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Voyage 1 Limited t/a Brook Lodge,2528.8,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,216179,Voyage 1 Limited t/a Falcons Rest & Poachers Cottage,1729.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217821,Chubb Fire & Security Limited,684.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Consensus Support Services Limited t/a Ty Machen,2163.85,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Innovate Trust Limited,1555.36,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Accomplish Group Limited,1821.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Accomplish Group Limited,2146.47,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Accomplish Group Limited t/a Cedar House,1582.7,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Amethyst Healthcare Limited t/a Hillstone House,1680.86,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Amethyst Healthcare Limited t/a Hillstone House,1462.13,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Crosshands Care Limited,6646.48,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Crosshands Care Limited,5800.64,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Crosshands Care Limited,6781.6,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Glasallt Fawr Camphill Centre,995.72,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Glasallt Fawr Camphill Centre,1544.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Heatherleigh Care Limited t/a 106 Splott Road,1563.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Heatherleigh Care Limited t/a 106 Splott Road,1223.14,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Llysywaun Limited t/a Bayview Lodge Nursing Home,1724.9,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Ocean Community Services Limited t/a Westminster Court Care Home,1116.27,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,2112.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,The Cedars Care Services Limited T/A Ashgrove Care Home,995.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,The Cedars Care Services Limited T/A Oaklands,1030.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,The Cedars Care Services Limited t/a Sycamore House,2026.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,The Cedars Care Services Limited t/a Sycamore House,1809.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,The Cedars Care Services Limited t/a The Cedars,1576.06,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,The Cedars Care Services Limited t/a The Cedars,1365.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,The Cedars Care Services Limited t/a The Hollies,25253.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,The Cedars Care Services Limited t/a The Hollies,1864.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Vale Phoenix Limited,1079.73,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Vale Phoenix Limited,1116.94,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Valebrook Care Homes Limited,1654.39,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Valebrook Care Homes Limited,1999.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Valebrook Care Homes Limited,1420.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Valebrook Care Homes Limited,1767.35,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Valebrook Care Homes Limited,1861.95,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,217909,Valebrook Care Homes Limited,1390.24,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218321,Adriana Limited T/A The Priory Nursing Home,536,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218321,Hafod Care Association Limited,635.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218321,Harrison Care Enterprises Barry Limited t/a Island View,520.91,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218321,Isman & Kinze Nessa T/A Haven House,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218321,J and P Residential Homes Limited T/A Monkstone House,600,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218321,Northcote Developments Limited,559,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218321,Sanda Mitchel & Ptn t/a Canola House Residential Home,578,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218321,Waverley Care Centre Limited,909.98,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Anwen Care Limited t/a Anwen Care Home,664,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Baltimore Care Limited,527.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Baltimore Care Limited,505.31,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Barchester Healthcare Homes Limited T/A Bushey House Beaumont,1400,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,696.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Bellavista Care (Cardiff) Limited T/A Bellavista Nursing Home Cardiff,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,David Austin t/a Silverdale,663.68,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,501.05,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,503.15,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,E & E Homes Limited T/A Cliffhaven Residential Home,505.2,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Forge Care Homes Limited t/a The Forge Care Centre,699.25,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Hallmark Care Homes (Bute Town) Limited t/a Shire Hall Care Home,1215.5,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,501.96,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,618,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,514.75,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,544.81,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,503.11,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Harrison Care Enterprises Barry Limited t/a Island View,516.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,June Zehetmayr t/a Tower Hill Residential Home,650.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,June Zehetmayr t/a Tower Hill Residential Home,518.38,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,June Zehetmayr t/a Tower Hill Residential Home,3689.71,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,June Zehetmayr t/a Tower Hill Residential Home,516.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Llangoedmor Properties Limited T/A Parkside Residential Home,650.88,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Shirwan Al-Mufti & Ptn t/a Pontcanna House,600,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,The Manor House St Hilary Limited T/A Milsom House,700.33,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Waverley Care Centre Limited,629.59,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Waverley Care Centre Limited,574,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Waverley Care Centre Limited,576.56,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Waverley Care Centre Limited,672.09,Revenue
DIRECT SOCIAL SERVICES,GF ADULT SERVICES,29-May-18,218419,Waverley Care Centre Limited,514.18,Revenue
DIRECT ENVIRONMENT AND HOUSING,BUILDING SERVICES,29-May-18,303910,Hays Specialist Recruitment Limited,615.68,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF ENV AND VISIBLE,29-May-18,341120,Western Power Distribution LLP,662.84,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365787,Cardiff City Transport Services Limited,6090,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365789,Easyway Minicoach Hire Limited,4104,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365789,Merricks Private Transport Contractors Limited,648,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365789,Parrott Motors Limited,1260,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365789,Parrott Motors Limited,1530,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365789,Watts Coaches Limited,3164.04,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365789,Watts Coaches Limited,5177.52,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365789,Peter Harris,540,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365789,Paula Smith t/a Smiths Travel,1980,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365790,Apollo Minibus & Coach Hire Limited,1512,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365790,Easyway Minicoach Hire Limited,4446,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365790,Parrott Motors Limited,1422,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365790,Parrott Motors Limited,1350,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365790,Parrott Motors Limited,1530,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365790,Parrott Motors Limited,1170,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365790,Watts Coaches Limited,31104.7,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365790,Watts Coaches Limited,50898.6,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365790,Wheadon Group Travel Limited,11142,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365790,Paula Smith t/a Smiths Travel,1350,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365791,Cardiff City Transport Services Limited,1770,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365794,Watts Coaches Limited,4002.46,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365794,Watts Coaches Limited,6549.48,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365795,Watts Coaches Limited,3545.3,Revenue
DIRECT ENVIRONMENT AND HOUSING,VISIBLE SERVICES,29-May-18,365795,Watts Coaches Limited,5801.4,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,29-May-18,400050,Glamorgan Gem Limited,702,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF LEGAL AND DEMOCRATIC,29-May-18,400500,Neath & Port Talbot County Borough Council,3500,Revenue
DIRECT ENVIRONMENT AND HOUSING,REGULATORY SHARED SERVICES,29-May-18,403205,Enviro Technology Services Plc,6159.9,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,29-May-18,405100,ACTL Limited,1246.2,Revenue
DIRECT ENVIRONMENT AND HOUSING,GF HOUSING SERVICES,29-May-18,405100,Duncan M Evans,652.77,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,29-May-18,407118,James Andrews Recruitment Solutions Limited,1175,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,29-May-18,407201,Richard Jones Carpets (Barry) Limited,605.45,Revenue
DIRECT ENVIRONMENT AND HOUSING,HOUSING,29-May-18,407201,Natural Resources Wales,1539,Revenue
DIRECT MANAGING DIRECTOR AND RESOURCES,GF RESOURCES,29-May-18,422003,Business Gas Limited / Electricity,32262.27,Revenue
